MBC [IDX];Last Successful Poll;IP;Registration Status Group;CM Score;CM DS Avg Pwr;CM US Avg Pwr;CM DS Avg MER;CM US Avg MER;CM Uncorr Codewords;CM Corr Codewords;Flap Ins;Flap Power Adjustment;Flap Total Num;Flap Miss/Hit Ratio;CM Jitter;CM Latency;Packet Loss Rate;CM UpTime;Status Resets;CM DS Ch Set;CM US Ch Set;Memory Utilization;Processor Utilization;Device Name
58:90:43:54:D0:D5;08-04-2020 08:46;11.130.1.19;W-Online;100;2.7;40.8;46.85;39.1;0;0;1;0;136;0;1;6;0;2144297;0;24 bonding;OFDM;32;12;CM2
58:90:43:54:4E:B6;08-04-2020 08:45;11.130.6.151;W-Online;100;4.53;33.7;44.72;36.7;0;0;4;15;632;0.152439;1;6;0;460921;0;Mix Bonding;OFDM;36;7;CM2
D8:B7:56:F7:75:FB;08-04-2020 08:45;11.130.2.119;P-Online;100;3.5;47.5;45.39;42.7;0.01;0.01;1;2;7;0;2;7;0;1070790;0;32 bonding;OFDM;35;2;CM2
D8:B7:56:F7:6F:3B;08-04-2020 08:45;11.130.6.164;W-Online;100;5.64;38.3;44;40.3;0;0;6;134;79;0;0;6;0;136883;0;32 bonding;OFDM;35;7;CM2
D8:B7:56:F7:DB:2B;08-04-2020 08:46;11.130.0.64;W-Online;100;2.22;47;46.4;40.3;0;0;1;9;33;0;1;6;0;4917619;0;24 bonding;OFDM;33;6;CM2
58:90:43:54:EC:57;08-04-2020 08:46;11.130.6.202;W-Online;100;5.45;42;46.49;42.1;0;0;1;9;147;0;1;6;0;2255808;1;24 bonding;OFDM;33;12;CM2
58:90:43:5F:BF:3B;08-04-2020 08:46;11.130.1.1;W-Online;100;-1.5;48.5;44.62;39.7;0;0.01;1;0;0;0;1;6;0;8388956;1;24 bonding;OFDM;41;10;CM2
D8:B7:56:F7:7E:9F;08-04-2020 08:46;11.116.115.87;W-Online;100;0.24;42.5;42.72;37.1;0;0;2;61;73;0;1;6;0;2818599;0;32 bonding;OFDM;36;7;CM2
58:90:43:54:CC:36;08-04-2020 08:46;11.130.8.55;W-Online;100;5.2;40;45.35;36.8;0;0.05;0;0;30020;0;2;6;0;3527911;0;32 bonding;OFDM;36;6;CM2
58:90:43:54:D6:62;08-04-2020 08:46;11.130.0.222;W-Online;100;3.56;41.5;46.4;43.3;0.01;0.01;0;2;421;0;2;7;0;4133774;0;32 bonding;OFDM;37;8;CM2
D8:B7:56:F7:B2:40;08-04-2020 08:46;11.130.0.147;W-Online;100;1.47;42.3;43.23;35.8;0;0;4;51;74;0;0;6;0;3273113;0;32 bonding;OFDM;36;8;CM2
D8:B7:56:F7:BB:73;08-04-2020 08:46;11.130.3.35;W-Online;100;-2.05;47.8;43.45;40.7;0.01;0;1;20;189;0;3;6;0;2128478;0;32 bonding;OFDM;35;5;CM2
58:90:43:5F:B8:B3;08-04-2020 08:46;11.130.6.190;W-Online;100;7.39;33.3;44.22;40.3;0;0;2;16;37;0;1;6;0;1383416;0;32 bonding;OFDM;37;10;CM2
58:90:43:5F:F9:E8;08-04-2020 08:46;11.130.7.111;W-Online;100;-0.13;47.3;42.21;38.8;0;0.01;1;3;389;0;1;7;0;6120289;0;24 bonding;OFDM;36;3;CM2
58:90:43:54:D9:6B;08-04-2020 08:46;11.116.115.97;W-Online;100;6.19;31.5;43.95;38;0;0;1;17;1791;0;1;5;0;1814963;0;Mix Bonding;OFDM;37;5;CM2
58:90:43:60:0B:B0;08-04-2020 08:46;11.130.2.149;W-Online;100;-1.95;44.5;45.12;45.1;0;0;0;54;3;0;0;6;0;826502;6;32 bonding;OFDM;36;10;CM2
D8:D7:75:5D:5E:8C;08-04-2020 08:46;11.130.6.192;W-Online;100;3.51;40;45.48;35.4;0;0;1;20;138;0;1;7;0;3423534;0;24 bonding;OFDM;33;6;CM2
6C:B0:CE:BF:E6:D6;08-04-2020 08:46;11.130.1.60;W-Online;100;5.73;45;46.16;42.1;0.01;0.01;1;5;2;0;3;9;0;6120494;0;24ch;QAM;64;8;CM2
58:90:43:60:78:27;08-04-2020 08:46;11.116.115.169;W-Online;100;1.08;45.5;45.57;38.3;0;0.01;1;2;1149;0;0;6;0;9842643;5;24 bonding;OFDM;40;2;CM2
6C:B0:CE:BF:E9:DC;08-04-2020 08:46;11.130.3.3;W-Online;100;-1.17;50.3;44.21;37.7;0;0.05;1;2361;2172;0;1;7;0;245968;0;24ch;QAM;64;8;CM2
D8:D7:75:5D:80:35;08-04-2020 08:46;11.116.115.64;W-Online;100;8.78;43.5;46.45;39.1;0;0;1;4;867;0;0;6;0;1356466;0;24 bonding;OFDM;34;4;CM2
6C:B0:CE:B2:DB:E1;08-04-2020 08:46;11.130.0.44;W-Online;100;-2.16;47;45.41;39.1;0;0.05;3;649;2361;0;1;6;0;3538571;0;24ch;QAM;81;4;CM2
6C:B0:CE:B3:66:28;08-04-2020 08:46;11.130.8.26;W-Online;100;4.83;44.2;46.87;43.3;0;0.01;2;26;77;0;1;6;0;4034998;0;24ch;QAM;64;6;CM2
6C:B0:CE:B3:7B:86;08-04-2020 08:46;11.116.115.184;W-Online;100;6.79;35.4;47.02;40;0;0.05;2;366;84474;0;1;6;0;107756;0;24ch;QAM;64;4;CM2
D8:D7:75:5D:8B:68;08-04-2020 08:46;11.116.115.202;W-Online;100;4.42;31.8;45.5;35;0;0;1;20;179;0;0;6;0;13465842;3;24 bonding;OFDM;38;10;CM2
D8:B7:56:F7:EB:F1;08-04-2020 08:46;11.130.0.89;W-Online;100;3.1;41;43.83;40.7;0;0;0;10;7;0;3;7;0;4071756;0;32 bonding;OFDM;36;4;CM2
58:90:43:60:29:B6;08-04-2020 08:46;11.130.2.33;W-Online;100;0.97;49;45.48;45.1;0;0;1;10;7;0;1;5;0;1178581;0;32 bonding;OFDM;35;10;CM2
6C:B0:CE:B3:82:EB;08-04-2020 08:46;11.130.2.206;W-Online;100;1.39;51;47.06;32.6;0.01;0;2;107;23;0;2;6;0;11336720;0;24ch;QAM;64;8;CM2
58:90:43:60:74:B7;08-04-2020 08:46;11.130.2.162;W-Online;100;6.91;38.5;44.2;40.3;0;0.05;0;1;20869;0;1;6;0;428603;0;32 bonding;OFDM;36;17;CM2
D8:D7:75:5D:5E:2B;08-04-2020 08:46;11.130.1.82;W-Online;100;0.88;38.3;44.35;34.5;0;0;0;13;2;0;0;6;0;3867770;0;32 bonding;OFDM;37;4;CM2
D8:B7:56:F8:49:21;08-04-2020 08:46;11.116.115.206;W-Online;95;-2.27;45.3;43.65;38.8;0;0.05;59;1184;18291;0;4;7;0;937394;64;32 bonding;OFDM;38;8;CM2
D8:B7:56:F8:01:FB;08-04-2020 08:46;11.130.0.215;W-Online;100;5.53;45.8;45.79;42.1;0;0;1;3;1;0;1;5;0;2965579;0;32 bonding;OFDM;36;4;CM2
6C:B0:CE:B6:61:24;08-04-2020 08:46;11.130.8.216;W-Online;100;9.71;44.8;46.08;45.1;0;0;4;340;239;0;5;8;0;2638870;0;24ch;QAM;64;7;CM2
6C:B0:CE:B6:6B:7B;08-04-2020 08:46;11.130.2.48;W-Online;100;6.51;43.2;44.59;35.8;0;0;1;39;433;0;2;6;0;7244036;0;24ch;QAM;66;9;CM2
D8:D7:75:5D:ED:72;08-04-2020 08:46;11.130.8.49;W-Online;100;0.17;45.8;45.91;45.1;0;0;0;22;2756;0;1;6;0;2999887;0;24 bonding;OFDM;33;3;CM2
6C:B0:CE:B6:84:2E;08-04-2020 08:46;11.130.8.211;W-Online;100;6.87;42.7;47.64;45.1;0;0;2;333;86;0;1;6;0;5495909;0;24ch;QAM;64;9;CM2
6C:B0:CE:B6:9F:7C;08-04-2020 08:46;11.130.0.206;W-Online;100;-2.11;47.4;45.12;45.1;0;0;2;453;131;0;1;7;0;5915430;0;24ch;QAM;64;13;CM2
6C:B0:CE:B6:BD:58;08-04-2020 08:46;11.130.0.179;W-Online;100;6.32;42.2;47.52;40.7;0;0;1;70;58;0;1;6;0;6120442;0;24ch;QAM;64;10;CM2
6C:B0:CE:B6:C6:16;08-04-2020 08:46;11.130.8.175;W-Online;100;2.21;51;47;38.8;0;0.01;1;36;23;0;0;6;0;6120551;0;24ch;QAM;64;7;CM2
6C:B0:CE:B6:C7:DE;08-04-2020 08:46;11.130.0.189;W-Online;100;8.86;41.3;48.45;41.1;0;0;1;54;18;0;2;6;0;6120455;0;24ch;QAM;64;7;CM2
D8:D7:75:5E:13:51;08-04-2020 08:46;11.130.1.237;W-Online;100;1.51;45.3;44.48;40.7;0.01;0;1;11;43;0;3;7;0;1789151;0;24 bonding;OFDM;32;10;CM2
58:90:43:60:7E:8D;08-04-2020 08:46;11.130.7.234;W-Online;100;8.13;41.3;46.63;45.1;0;0;1;0;0;0;39;13;0;305707;0;32 bonding;OFDM;35;5;CM2
6C:B0:CE:B6:EC:DB;08-04-2020 08:46;11.130.9.43;W-Online;100;0.78;41.7;42.18;39.7;0;0;2;100;1;0;2;7;0;11022913;16;24ch;QAM;64;7;CM2
D8:D7:75:5E:31:FF;08-04-2020 08:46;11.130.2.232;W-Online;100;4.92;40;45.03;45.1;0;0;0;1;7;0;6;7;0;3329422;0;24 bonding;OFDM;33;7;CM2
D8:D7:75:5E:46:88;08-04-2020 08:46;11.130.3.9;W-Online;95;-6.04;52.3;44.65;37.9;0;0.01;1;14;126;0;1;6;0;1967058;0;24 bonding;OFDM;33;2;CM2
74:44:01:E5:3F:10;08-04-2020 08:46;11.130.0.25;W-Online;100;-3.46;45.7;43.01;41.6;0;0;1;29;15;0;1;6;0;595994;0;24ch;QAM;57;6;CM2
D8:D7:75:5D:BD:EC;08-04-2020 08:46;11.130.7.143;W-Online;100;4.6;43;45.01;41.1;0;0;1;1;9;0;4;7;0;2281260;0;32 bonding;OFDM;36;4;CM2
74:44:01:E6:14:90;08-04-2020 08:46;11.130.1.240;W-Online;100;-5.16;45.5;42.3;41.1;0;0.05;0;1832;3563;0;2;6;0;145972;0;24ch;QAM;57;3;CM2
D8:D7:75:5E:48:E2;08-04-2020 08:46;11.130.9.18;W-Online;100;0.69;43.8;43.88;41.1;0;0;3;44;20;0;0;7;0;4309707;4;24 bonding;OFDM;34;13;CM2
74:44:01:E6:24:88;08-04-2020 08:46;11.130.9.54;W-Online;100;-1.1;43.5;43.6;41.6;0;0;4;253;52;0;2;7;0;3058066;0;24ch;QAM;58;8;CM2
74:44:01:E6:7B:B8;08-04-2020 08:46;11.130.0.111;W-Online;100;5.86;40.5;43.94;42.7;0;0;2;94;51;0;1;6;0;466310;0;24ch;QAM;58;7;CM2
D8:D7:75:5E:31:81;08-04-2020 08:46;11.130.6.211;W-Online;100;2.18;42.3;44.57;42.1;0;0;0;7;2;0;1;6;0;1095155;0;32 bonding;OFDM;35;13;CM2
D8:D7:75:5E:55:ED;08-04-2020 08:46;11.130.8.97;W-Online;100;-0.99;44;45.82;40.3;0.01;0;3;15;321;0;1;6;0;1767141;0;24 bonding;OFDM;33;9;CM2
D8:D7:75:5E:56:1E;08-04-2020 08:46;11.130.0.242;W-Online;100;-1.6;46;45.23;41.6;0.01;0;1;2;16;0;1;6;0;18772149;2;24 bonding;OFDM;35;3;CM2
74:44:01:E6:7D:38;08-04-2020 08:46;11.130.0.195;W-Online;100;3.65;43.7;44.88;38.8;0;0;1;1839;900;0;1;6;0;2566788;0;24ch;QAM;57;5;CM2
D8:D7:75:5D:F3:BC;08-04-2020 08:46;11.130.8.84;W-Online;100;1.24;44;45.05;44.1;0;0;1;0;426;0;2;7;0;1067636;0;32 bonding;OFDM;35;8;CM2
74:44:01:E6:E8:E0;08-04-2020 08:46;11.130.0.217;W-Online;100;1.06;33;44.54;35.3;0;0;0;75;16;33.472.803;1;5;0;810;0;24ch;QAM;0;0;CM2
D8:D7:75:5E:5C:DF;08-04-2020 08:46;11.130.6.111;W-Online;100;5.56;40.3;45.12;40.3;0;0;2;76;464;0;1;6;0;938653;0;32 bonding;OFDM;35;7;CM2
D8:D7:75:5E:B5:BD;08-04-2020 08:46;11.130.7.222;W-Online;100;6.09;36.5;45.5;45.1;0;0;1;25;0;0;0;6;0;509833;0;24 bonding;OFDM;32;3;CM2
D8:D7:75:5E:76:1C;08-04-2020 08:46;11.130.6.147;W-Online;100;2.68;42.8;46.73;45.1;0;0;1;0;0;0;0;5;0;3065878;0;32 bonding;OFDM;36;6;CM2
78:65:59:FE:BF:37;08-04-2020 08:46;11.130.0.146;W-Online;100;1.3;42;44.2;38.6;0;0;0;33;79;0;2;7;0;2658714;0;32 bonding;OFDM;36;6;CM2
78:65:59:FE:B1:B7;08-04-2020 08:46;11.130.2.199;W-Online;100;5.77;42.5;44.9;44.1;0;0;0;8;31;0;2;7;0;1813105;0;32 bonding;OFDM;35;14;CM2
D8:D7:75:5E:B5:CB;08-04-2020 08:46;11.130.2.45;W-Online;100;6.48;36.8;46.35;43.3;0;0;1;4;0;0;0;6;0;16300710;0;24 bonding;OFDM;34;6;CM2
78:65:59:FE:D6:13;08-04-2020 08:46;11.130.1.30;W-Online;100;0.49;45.8;45.99;39.4;0;0.01;1;5;91;0;0;6;0;6248466;1;24 bonding;OFDM;40;10;CM2
D8:D7:75:5E:B6:C0;08-04-2020 08:46;11.130.0.5;W-Online;100;6.63;36.5;45.47;44.1;0;0;1;10;0;0;2;7;0;15031601;0;24 bonding;OFDM;34;6;CM2
78:65:59:FE:90:FB;08-04-2020 08:46;11.130.1.23;W-Online;100;5.33;35.5;47.01;44.1;0;0;1;11;0;0;0;6;0;1691505;0;32 bonding;OFDM;35;12;CM2
78:65:59:FE:E7:B6;08-04-2020 08:46;11.130.2.123;W-Online;100;8.11;45.3;46.83;38.6;0;0;1;4;41;0;6;7;0;5153608;0;24 bonding;OFDM;33;9;CM2
78:65:59:FE:CC:26;08-04-2020 08:46;11.130.2.127;W-Online;100;1.62;31.7;43.95;39.1;0;0;0;10;20;0;1;6;0;2883051;0;Mix Bonding;OFDM;37;3;CM2
78:65:59:FF:1E:9E;08-04-2020 08:46;11.130.1.90;W-Online;100;3.58;39.8;46.81;39.1;0;0;1;2;91;0;1;6;0;6177579;1;24 bonding;OFDM;39;6;CM2
78:65:59:FE:F1:56;08-04-2020 08:46;11.130.1.197;W-Online;100;3.84;37.3;47.37;45.1;0;0;3;11;0;0;0;6;0;2690427;0;32 bonding;OFDM;36;4;CM2
78:65:59:FE:CF:DE;08-04-2020 08:46;11.116.115.36;W-Online;100;6.44;35;43.16;39.2;0.01;0;0;13;435;0;10;8;0;1343143;0;Mix Bonding;OFDM;37;4;CM2
78:65:59:FF:1C:60;08-04-2020 08:46;11.130.0.39;W-Online;100;6.66;38.8;44.74;42.1;0;0;0;9;6;0;0;6;0;151296;0;32 bonding;OFDM;35;6;CM2
78:65:59:FF:03:31;08-04-2020 08:46;11.116.115.57;P-Online;100;5.83;45.5;46.07;41.6;0.01;0.01;0;2;9;0;2;7;0;587762;0;32 bonding;OFDM;35;6;CM2
D8:D7:75:65:64:87;08-04-2020 08:46;11.130.1.132;W-Online;100;4.63;45.8;44.56;42.1;0;0;1;2;55;0;0;6;0;2161672;0;32 bonding;OFDM;35;2;CM2
78:65:59:FF:3C:B4;08-04-2020 08:46;11.130.2.238;W-Online;100;7.87;40;46.83;42.1;0;0;0;8;15;0;1;6;0;6115803;0;24 bonding;OFDM;34;10;CM2
D8:D7:75:65:9D:7C;08-04-2020 08:46;11.116.115.188;W-Online;100;8.56;41.8;47;42.1;0;0;1;0;46;0;4;8;0;10864364;1;24 bonding;OFDM;39;3;CM2
78:65:59:FF:4B:11;08-04-2020 08:46;11.130.0.34;W-Online;100;8.81;46;47.1;40;0;0;0;20;20;0;1;6;0;5938683;0;24 bonding;OFDM;34;7;CM2
D8:D7:75:65:7F:37;08-04-2020 08:46;11.116.115.61;W-Online;100;4.35;45.8;43.26;41.6;0.01;0;1;4;49;0;1;6;0;3573798;0;32 bonding;OFDM;37;2;CM2
D8:D7:75:65:B5:EF;08-04-2020 08:46;11.130.2.156;W-Online;100;0.16;43.3;44.69;40.7;0;0.05;0;3;2567;0;1;6;0;13452032;0;24 bonding;OFDM;34;8;CM2
D8:D7:75:65:B4:7C;08-04-2020 08:46;11.130.1.201;W-Online;100;1.15;47;44.92;38.8;0;0.01;1;0;110;0;1;6;0;9842552;5;24 bonding;OFDM;40;6;CM2
78:65:59:FF:2C:12;08-04-2020 08:46;11.130.0.199;W-Online;100;13.85;28.5;44.41;39.4;0;0;0;16;1;0;1;6;0;1682727;0;32 bonding;OFDM;36;13;CM2
D8:D7:75:65:BE:99;08-04-2020 08:46;11.130.8.238;W-Online;95;-5.56;52;44.07;36.5;0;0;4;120;391;0;1;7;0;2136211;0;24 bonding;OFDM;33;4;CM2
78:65:59:FF:19:6C;08-04-2020 08:46;11.130.7.112;W-Online;100;6.15;31.7;44.31;38.7;0;0;0;13;54;0.303951;1;6;0;1254428;0;Mix Bonding;OFDM;36;6;CM2
D8:D7:75:65:56:4F;08-04-2020 08:46;11.130.1.231;W-Online;100;3.55;39.3;45.29;34.3;0;0;1;35;422;0;1;6;0;1020455;0;32 bonding;OFDM;36;15;CM2
D8:D7:75:65:BF:B3;08-04-2020 08:46;11.130.3.26;W-Online;100;3.35;42.5;46.51;40.7;0.01;0;0;3;240;0;0;6;0;5079946;0;24 bonding;OFDM;33;14;CM2
20:0C:C8:26:F2:C0;08-04-2020 08:46;11.130.8.29;W-Online;100;-1.9;48.5;45.35;42.1;0;0;0;0;0;0;2;6;0;240177;0;24ch;QAM;81;14;CM2
78:65:59:FF:54:75;08-04-2020 08:46;11.130.1.251;W-Online;100;7.99;40;46.67;41.1;0;0;0;0;16;0;1;7;0;1935005;0;24 bonding;OFDM;32;15;CM2
80:20:DB:49:CC:B3;08-04-2020 08:46;11.130.1.255;W-Online;100;2.34;41.8;46.45;40;0.01;0;2;14;21;0;0;6;0;215238;0;24 bonding;OFDM;32;13;CM2
D8:D7:75:65:F7:87;08-04-2020 08:46;11.130.1.200;W-Online;100;4.37;44.3;46.42;39.7;0;0.01;1;3;17;0;1;7;0;11311961;6;24 bonding;OFDM;43;2;CM2
D8:D7:75:66:18:34;08-04-2020 08:46;11.116.115.4;W-Online;100;0.32;44;46.38;44.1;0.01;0.01;1;2;113;0;2;8;0;1762248;0;24 bonding;OFDM;32;3;CM2
78:65:59:FF:4F:43;08-04-2020 08:46;11.130.6.217;W-Online;100;1.04;44.5;44.37;43.3;0;0;0;4;129;0;2;7;0;1044661;0;32 bonding;OFDM;35;7;CM2
80:20:DB:49:EB:0B;08-04-2020 08:46;11.130.1.252;W-Online;100;1.62;44.3;45.81;45.1;0;0;0;0;0;0;7;7;0;565448;0;24 bonding;OFDM;32;19;CM2
78:65:59:FF:51:7B;08-04-2020 08:46;11.130.0.178;W-Online;100;5.74;40.3;44.36;35.7;0;0;5;57;120;0;14;9;0;1849491;0;32 bonding;OFDM;35;3;CM2
80:20:DB:4B:14:FF;08-04-2020 08:46;11.130.0.83;W-Online;100;9.55;36.8;46.75;41.6;0;0;1;8;68;0;2;6;0;8808685;1;24 bonding;OFDM;39;6;CM2
D8:D7:75:65:DC:BB;08-04-2020 08:46;11.116.115.245;W-Online;100;1.57;37;44.43;35.6;0;0;1;41;1324;0;2;6;0;424998;0;32 bonding;OFDM;35;9;CM2
D8:D7:75:65:E5:20;08-04-2020 08:46;11.130.0.17;W-Online;100;3.5;34.5;44.7;34;0;0;1;21;283;0;2;6;0;1919267;0;32 bonding;OFDM;36;10;CM2
80:20:DB:49:88:73;08-04-2020 08:46;11.130.0.69;W-Online;100;-0.08;43.8;44.15;36.4;0;0;3;47;76;0;5;7;0;1848408;0;32 bonding;OFDM;35;9;CM2
80:20:DB:4B:69:29;08-04-2020 08:46;11.130.1.208;W-Online;100;4.82;39.3;46.98;41.1;0;0;1;0;39;0;4;7;0;9658757;1;24 bonding;OFDM;39;6;CM2
80:20:DB:49:E8:35;08-04-2020 08:46;11.130.0.162;W-Online;100;5.41;43.5;44.75;41.6;0;0;1;1;4;0;1;6;0;1333674;0;32 bonding;OFDM;35;7;CM2
80:20:DB:49:E9:F5;08-04-2020 08:46;11.130.7.238;W-Online;100;3.98;39.5;44.66;40.3;0;0.05;0;2;20806;0;0;6;0;3277582;0;32 bonding;OFDM;36;9;CM2
D8:D7:75:66:33:8C;08-04-2020 08:46;11.136.62.36;W-Online;100;8.66;42.3;47.54;45.1;0;0;1;2;0;0;3;6;0;248177;0;24 bonding;OFDM;33;7;CM2
80:20:DB:4B:96:01;08-04-2020 08:46;11.130.0.244;W-Online;100;3.22;44;46.36;45.1;0;0;1;29;0;0;1;6;0;5238019;0;24 bonding;OFDM;33;18;CM2
D8:D7:75:66:42:C0;08-04-2020 08:46;11.130.1.64;W-Online;100;1.15;44.5;46.05;45.1;0;0;0;15;469;0;0;6;0;5130362;0;24 bonding;OFDM;33;2;CM2
80:20:DB:4B:E6:1F;08-04-2020 08:46;11.116.115.128;W-Online;100;9.12;41.3;47.05;41.6;0;0;1;2;54;0;2;6;0;8163407;1;24 bonding;OFDM;39;1;CM2
D8:D7:75:66:46:0F;08-04-2020 08:46;11.130.7.252;W-Online;100;10.7;31.3;45.22;40;0;0;2;8;93;0;1;6;0;18856577;0;24 bonding;OFDM;34;7;CM2
80:20:DB:49:F5:7F;08-04-2020 08:46;11.130.7.65;W-Online;N/A;9.13;32.3;44.65;40;0;0;0;0;10;0;2;6;0;4118;0;32 bonding;OFDM;33;4;CM2
D8:D7:75:66:5B:94;08-04-2020 08:47;11.130.2.84;W-Online;100;6.65;41.5;45.51;42.1;0;0;2;4;38;0;1;6;0;13796331;0;24 bonding;OFDM;34;2;CM2
D8:D7:75:66:1B:F3;08-04-2020 08:46;11.130.7.199;W-Online;100;4.44;40.3;44.38;37.3;0;0.05;0;3;4290;0;5;6;0;602882;0;32 bonding;OFDM;35;13;CM2
D8:D7:75:66:5E:18;08-04-2020 08:47;11.130.8.115;W-Online;100;5.43;44.3;46.8;44.1;0.01;0.01;0;0;13;0;2;8;0;2221992;0;24 bonding;OFDM;33;8;CM2
80:20:DB:4B:EE:3E;08-04-2020 08:46;11.130.2.173;W-Online;100;3.41;40.5;46.42;38.3;0;0.01;0;21;156;0;1;6;0;1745375;0;24 bonding;OFDM;33;5;CM2
D8:D7:75:66:96:EB;08-04-2020 08:47;11.130.0.180;W-Online;100;5.21;38.8;45.15;34.3;0;0;1;18;218;0;6;7;0;13465808;3;24 bonding;OFDM;38;5;CM2
80:20:DB:4B:1D:D2;08-04-2020 08:47;11.130.0.133;W-Online;100;7.83;39;46.77;38.3;0;0;1;10;56;0;1;6;0;649457;0;24 bonding;OFDM;33;3;CM2
80:37:73:E8:F9:F7;08-04-2020 08:47;11.130.8.96;W-Online;100;6.29;45.9;46.36;42.1;0;0;1;124;5;0;0;6;0;690927;0;24ch;QAM;64;6;CM2
D8:D7:75:66:B8:47;08-04-2020 08:47;11.130.1.86;P-Online;75;-4.74;0;43.92;0;0;0;3;40;15;0;2;7;0;7151546;11;24 bonding;OFDM;34;11;CM2
80:20:DB:4B:EB:47;08-04-2020 08:46;11.130.0.204;P-Online;100;-4.17;49;43.27;37.5;0;0;0;0;0;0;7;8;0;928641;0;32 bonding;OFDM;35;8;CM2
80:37:73:E9:5E:7D;08-04-2020 08:47;11.130.8.193;W-Online;100;-4.75;49.5;44.79;37.9;0;0;4;153;40;0;1;7;0;729635;0;24ch;QAM;64;5;CM2
80:20:DB:4B:8B:15;08-04-2020 08:46;11.130.6.136;W-Online;100;9.21;35;46.63;43.2;0;0;1;2;11;0;5;7;0;3853931;0;Mix Bonding;OFDM;37;9;CM2
80:20:DB:4B:1F:99;08-04-2020 08:47;11.130.2.155;W-Online;100;4.12;32.2;47.04;44.2;0;0;2;6;0;0.151745;0;6;0;2717728;0;Mix Bonding;OFDM;37;2;CM2
D8:D7:75:66:BE:89;08-04-2020 08:47;11.116.115.195;W-Online;100;0.52;45;44.3;45.1;0;0;1;0;80;0;1;7;0;9762835;0;24 bonding;OFDM;34;7;CM2
D8:D7:75:66:B9:C8;08-04-2020 08:47;11.130.6.180;P-Online;70;2.43;57.3;45.98;16.8;0;0.05;1;150;9199;0;0;6;0;7138336;0;24 bonding;OFDM;33;1;CM2
80:37:73:E9:61:41;08-04-2020 08:47;11.130.7.220;W-Online;N/A;2.52;50.2;47.8;40.7;0;0;0;85;89;3.333.333;Timeout;Timeout;100;718;0;24ch;QAM;0;4;CM2
80:37:73:E9:8E:BF;08-04-2020 08:47;11.130.7.244;W-Online;100;4.86;44.2;46.96;39.4;0;0.01;1;28;3;0;4;7;0;6120583;0;24ch;QAM;64;8;CM2
80:37:73:ED:69:1F;08-04-2020 08:47;11.116.115.11;W-Online;100;4.53;41.4;45.11;41.1;0;0.05;1;3298;27569;0;1;6;0;1498229;0;24ch;QAM;64;7;CM2
D8:D7:75:66:C0:2D;08-04-2020 08:47;11.136.62.6;W-Online;100;0.92;45;44.92;45.1;0;0;1;1;20;0;1;8;0;5979835;0;24 bonding;OFDM;34;16;CM2
80:20:DB:4B:25:0B;08-04-2020 08:47;11.116.115.69;W-Online;100;2.48;40.5;44.01;40.7;0;0;0;39;314;0;1;6;0;253277;0;32 bonding;OFDM;35;7;CM2
D8:D7:75:66:34:5E;08-04-2020 08:46;11.130.8.99;W-Online;100;6.16;33.7;45.65;44.4;0;0;1;3;207;0.30303;17;9;0;2959181;0;Mix Bonding;OFDM;37;6;CM2
80:20:DB:4B:24:85;08-04-2020 08:47;11.130.6.111;W-Online;100;2.49;39.5;43.83;42.1;0;0;5;139;692;0;5;7;0;116824;0;32 bonding;OFDM;35;7;CM2
80:20:DB:4B:26:14;08-04-2020 08:47;11.130.2.237;W-Online;100;6.23;38.8;45.05;34.3;0;0;1;30;138;0;1;6;0;751736;0;32 bonding;OFDM;36;6;CM2
84:1B:5E:1F:4D:10;08-04-2020 08:47;11.116.115.25;W-Online;100;4.42;38;44.85;35.6;0;0;2;624;109;0;0;6;0;409790;0;24ch;QAM;59;12;CM2
D8:D7:75:66:D4:62;08-04-2020 08:47;11.130.1.250;W-Online;100;2.14;47.5;46.52;42.1;0;0;1;6;20;0;5;7;0;3355356;0;24 bonding;OFDM;33;9;CM2
D8:D7:75:66:E1:3C;08-04-2020 08:47;11.130.7.140;W-Online;100;2.51;37.3;43.46;35.1;0;0;1;27;71;0;1;6;0;13465876;4;24 bonding;OFDM;38;11;CM2
84:1B:5E:1F:B2:C8;08-04-2020 08:47;11.130.7.172;W-Online;100;3.69;48;45.56;40.3;0;0;1;82;129;0;0;7;0;21322875;8;24ch;QAM;59;5;CM2
84:1B:5E:20:9B:18;08-04-2020 08:47;11.130.0.192;W-Online;100;-7.8;46.2;40.87;40;0;0.05;0;132;9846;0;2;7;0;1951060;0;24ch;QAM;58;3;CM2
84:1B:5E:1F:7B:C0;08-04-2020 08:47;11.130.9.40;W-Online;100;0.76;44;43.32;41.6;0;0;0;260;64;0;3;8;0;517033;0;24ch;QAM;78;7;CM2
8C:10:D4:97:F2:78;08-04-2020 08:47;11.130.1.6;W-Online;100;6.34;40.4;43.65;41.6;0.01;0.01;1;2;233;0;2;7;0;7560686;2;24ch;QAM;57;6;CM2
8C:10:D4:98:63:C0;08-04-2020 08:47;11.130.7.72;P-Online;100;-3.52;49.2;44.29;40;0;0;3;666;62;0;0;6;0;4828398;0;24ch;QAM;57;3;CM2
8C:10:D4:98:BF:78;08-04-2020 08:47;11.130.7.117;W-Online;95;0.73;51.7;47.25;41.1;0;0;1;47;288;0;1;6;0;380946;0;24ch;QAM;57;5;CM2
8C:10:D4:98:92:68;08-04-2020 08:47;11.130.8.23;W-Online;95;15.93;39.4;45.82;45.1;0;0;3;13;67;0;0;6;0;7881922;0;24ch;QAM;58;8;CM2
