MBC [IDX];Last Successful Poll;IP;Registration Status Group;CM Score;CM DS Avg Pwr;CM US Avg Pwr;CM DS Avg MER;CM US Avg MER;CM Uncorr Codewords;CM Corr Codewords;Flap Ins;Flap Power Adjustment;Flap Total Num;Flap Miss/Hit Ratio;CM Jitter;CM Latency;Packet Loss Rate;CM UpTime;Status Resets;CM DS Ch Set;CM US Ch Set;Memory Utilization;Processor Utilization;Device Name
40:65:B3:EB:28:D8;08-04-2020 08:44;11.116.115.212;W-Online;100;4.11;38.1;45.22;40.3;0;0;0;215;85;0;1;6;0;8049135;0;24ch;QAM;57;5;CM2
40:65:B3:EB:31:58;08-04-2020 08:44;11.130.8.80;P-Online;100;0.1;43.9;45.24;45.1;0;0;0;44;0;0;58;15;0;1197282;0;24ch;QAM;57;5;CM2
40:65:B3:EB:3B:98;08-04-2020 08:44;11.116.115.177;W-Online;100;4.42;42.2;45.88;39.4;0;0.05;0;15516;26524;0;2;6;0;10218810;0;24ch;QAM;57;4;CM2
40:65:B3:EB:02:D8;08-04-2020 08:44;11.130.8.13;W-Online;75;2.41;0;45.03;0;0;0.01;1561;32566;234;0;1;6;0;4482755;4;24ch;QAM;57;4;CM2
40:65:B3:EB:B9:60;08-04-2020 08:44;11.130.8.234;W-Online;100;-4.41;49.6;44.28;37.9;0;0;3;53;4;0;1;7;0;5327379;2;24ch;QAM;57;6;CM2
40:65:B3:EB:CC:B0;08-04-2020 08:44;11.130.2.112;W-Online;100;6.83;34.2;42.13;34.4;0;0;1;7835;1443;0;1;6;0;7880966;0;24ch;QAM;57;3;CM2
D0:57:94:74:44:FC;08-04-2020 08:44;11.130.2.147;W-Online;100;3.34;43.3;45.28;45.1;0;0;0;4;97;0;0;6;0;1874134;0;32 bonding;OFDM;35;5;CM2
40:65:B3:EB:D1:30;08-04-2020 08:44;11.130.0.43;W-Online;100;-3.32;46.7;43.97;40.3;0;0.05;1;5;1366;0;1;6;0;8059773;0;24ch;QAM;57;4;CM2
D0:57:94:74:46:4C;08-04-2020 08:44;11.116.115.18;W-Online;100;3.27;40;43.78;40.7;0;0;0;0;31;0;0;6;0;8711;0;32 bonding;OFDM;33;18;CM2
40:65:B3:EB:DF:B8;08-04-2020 08:44;11.130.8.42;W-Online;100;4.52;40.2;39.95;45.1;0;0;1;629;112;0;0;6;0;8450074;0;24ch;QAM;57;2;CM2
D0:57:94:74:2F:B1;08-04-2020 08:44;11.130.0.26;W-Online;100;1.17;39.5;45.62;44.2;0;0;0;0;0;0;0;6;0;623726;0;Mix Bonding;OFDM;36;3;CM2
D0:57:94:74:58:3C;08-04-2020 08:44;11.130.0.184;W-Online;100;10.1;39;46.59;42.1;0;0;1;0;52;0;5;7;0;319062;0;24 bonding;OFDM;32;10;CM2
40:65:B3:EC:13:68;08-04-2020 08:44;11.130.2.85;W-Online;100;1.32;46.2;46.51;41.1;0.01;0;1;18;17;0;1;6;0;7880209;0;24ch;QAM;57;4;CM2
D0:57:94:74:4C:49;08-04-2020 08:44;11.130.0.216;W-Online;100;3.25;43;45.05;45.1;0;0;1;3;228;0;3;7;0;2210959;0;32 bonding;OFDM;36;12;CM2
44:94:FC:56:E9:CB;08-04-2020 08:44;11.130.8.230;W-Online;100;7.12;43.2;43.89;45.1;0;0;2;326;56;0;1;7;0;10991017;0;24ch;QAM;83;3;CM2
40:65:B3:ED:96:00;08-04-2020 08:44;11.130.0.118;W-Online;100;1.7;45.9;44.79;44.1;0;0;2;10;43;0;1;6;0;8053905;0;24ch;QAM;57;5;CM2
40:65:B3:ED:7F:20;08-04-2020 08:44;11.130.8.35;W-Online;95;15.15;39.7;46.6;45.1;0;0;2;80;2102;0;1;6;0;835769;0;24ch;QAM;57;3;CM2
44:94:FC:57:37:69;08-04-2020 08:44;11.130.7.162;W-Online;100;6.75;43.5;42.34;44.1;0;0;4;592;1078;0;1;7;0;1231704;0;24ch;QAM;81;8;CM2
44:94:FC:57:38:13;08-04-2020 08:44;11.130.8.189;W-Online;100;-3.67;46.2;45.06;42.1;0;0;3;560;757;0;1;7;0;90234;0;24ch;QAM;81;6;CM2
44:94:FC:57:4B:8D;08-04-2020 08:44;11.130.1.182;P-Online;100;4.22;51;42.75;40.3;0.01;0.01;1;218;0;0;5;7;0;1870903;0;24ch;QAM;80;3;CM2
D0:57:94:74:48:60;08-04-2020 08:44;11.130.8.75;W-Online;100;5.63;43.8;45.51;45.1;0;0;2;19;0;0;0;5;0;3984148;0;32 bonding;OFDM;36;10;CM2
D0:57:94:74:B8:BB;08-04-2020 08:44;11.130.3.37;W-Online;100;9.21;41.8;47.17;45.1;0;0;1;0;2;0;0;6;0;2062315;0;24 bonding;OFDM;33;11;CM2
44:94:FC:59:B1:88;08-04-2020 08:44;11.130.2.41;W-Online;100;5.66;43.2;46.14;42.1;0;0;2;46;3;0;0;6;0;1977701;0;24ch;QAM;80;1;CM2
44:94:FC:59:DB:99;08-04-2020 08:44;11.130.1.113;W-Online;100;5.29;44.7;46.1;41.1;0;0;1;268;15057;0;0;6;0;2670479;0;24ch;QAM;81;3;CM2
44:94:FC:5E:1F:DC;08-04-2020 08:44;11.130.1.226;W-Online;100;2.2;38.7;44.71;34.6;0;0;4;344;95;0;1;6;0;10299086;0;24ch;QAM;81;4;CM2
D0:57:94:83:25:95;08-04-2020 08:44;11.130.2.124;W-Online;100;1.82;42.8;45.87;45.1;0;0;1;5;7;0;1;6;0;4031554;0;24 bonding;OFDM;33;17;CM2
D0:57:94:74:9D:24;08-04-2020 08:44;11.130.7.46;W-Online;100;3.21;47.5;43.58;37.8;0;0;2;51;72;0;2;7;0;1913473;0;32 bonding;OFDM;35;10;CM2
44:94:FC:5E:1F:FB;08-04-2020 08:44;11.130.1.91;W-Online;100;-0.36;49;44.8;40.7;0.01;0;2;126;910;0;2;7;0;2306381;0;24ch;QAM;80;7;CM2
44:94:FC:5E:25:F4;08-04-2020 08:44;11.130.1.185;W-Online;100;2.22;51;44.49;43.3;0.01;0.01;1;704;161;0;2;8;0;6119603;0;24ch;QAM;81;9;CM2
D0:57:94:74:5C:D4;08-04-2020 08:44;11.130.1.212;W-Online;100;-3.86;33.2;42.43;37;0;0;1;18;383;0;4;7;0;471598;0;Mix Bonding;OFDM;37;9;CM2
D0:57:94:74:90:9E;08-04-2020 08:44;11.130.2.131;W-Online;100;7.7;29.2;45.35;41.7;0;0;0;8;108;0.152439;1;5;0;1163992;0;Mix Bonding;OFDM;37;29;CM2
40:65:B3:FF:FE:CB;08-04-2020 08:44;11.130.0.127;W-Online;100;7.62;31.5;45.1;42.2;0;0;3;20;1842;0;0;6;0;472004;0;Mix Bonding;OFDM;36;6;CM2
44:94:FC:60:B1:CC;08-04-2020 08:44;11.130.0.205;W-Online;100;0.85;46.2;46.4;37.8;0;0.01;1;31;1;0;0;6;0;3621745;5;24ch;QAM;80;5;CM2
44:94:FC:60:C0:FE;08-04-2020 08:44;11.130.8.165;W-Online;100;4.44;42.2;47.18;44.1;0.01;0.01;1;27;224;0;4;7;0;1550828;0;24ch;QAM;82;6;CM2
D0:57:94:74:F5:C3;08-04-2020 08:44;11.130.0.125;W-Online;100;0.52;45.3;44.31;36.2;0;0;4;56;18;0;1;7;0;225626;0;32 bonding;OFDM;35;11;CM2
D0:57:94:83:49:91;08-04-2020 08:44;11.116.115.85;W-Online;100;-2.5;47.8;43.45;40.7;0;0;3;159;1231;0;1;5;0;426877;0;32 bonding;OFDM;36;17;CM2
44:94:FC:60:CB:F9;08-04-2020 08:44;11.130.0.218;W-Online;100;-3.25;49.7;45.4;38.8;0;0.01;1;321;46;0;2;6;0;6120064;0;24ch;QAM;80;4;CM2
D0:57:94:83:64:4F;08-04-2020 08:44;11.130.2.219;W-Online;100;9.07;35.5;45.14;44.1;0;0;0;6;0;0;0;6;0;324744;0;32 bonding;OFDM;35;5;CM2
48:83:C7:87:BB:98;08-04-2020 08:44;11.130.7.117;W-Online;100;8.65;41.4;47.13;41.1;0;0;1;0;86;0;3;7;0;8048593;2;24ch;QAM;57;4;CM2
D0:57:94:83:82:0F;08-04-2020 08:44;11.130.2.29;W-Online;100;2.74;40;44.22;39.7;0;0;0;65;630;0;3;7;0;776150;0;32 bonding;OFDM;35;7;CM2
48:83:C7:8D:B6:80;08-04-2020 08:44;11.130.3.30;W-Online;100;11.38;38.2;47.26;45.1;0;0;1;21;2;0;1;6;0;2643426;0;24ch;QAM;57;6;CM2
48:83:C7:8D:B8:90;08-04-2020 08:44;11.130.1.188;W-Online;100;2.29;44;43.85;41.6;0;0;1;845;156;0;1;6;0;1511645;0;24ch;QAM;57;4;CM2
D0:57:94:83:89:FD;08-04-2020 08:44;11.116.115.164;P-Online;100;6.51;46.3;45.34;44.1;0.01;0.01;0;17;2;0;1;7;0;1184624;0;32 bonding;OFDM;35;7;CM2
D0:57:94:83:90:6B;08-04-2020 08:44;11.116.115.91;W-Online;100;8.29;36.5;46.46;40.7;0;0;1;11;54;0;3;7;0;1716785;0;24 bonding;OFDM;32;14;CM2
D0:57:94:83:8F:2F;08-04-2020 08:44;11.116.115.73;W-Online;100;5.28;38.5;43.73;40.7;0;0;1;10;136;0;1;6;0;1391422;0;32 bonding;OFDM;35;13;CM2
D0:57:94:83:F6:14;08-04-2020 08:44;11.130.2.25;W-Online;100;-0.18;47.5;45.35;45.1;0;0;0;32;584;0;1;6;0;18570239;1;24 bonding;OFDM;34;8;CM2
48:83:C7:8D:F9:88;08-04-2020 08:44;11.130.6.119;W-Online;100;-1.41;40.5;45.95;34.4;0;0;3;228;339;0;0;6;0;1682117;0;24ch;QAM;57;3;CM2
D0:57:94:83:FE:48;08-04-2020 08:44;11.116.115.117;W-Online;100;2.08;47.3;44.46;39.4;0;0.01;2;5;1;0;1;6;0;3410305;0;24 bonding;OFDM;33;13;CM2
48:83:C7:8E:89:B0;08-04-2020 08:45;11.130.2.113;W-Online;100;2.5;38;45.35;34.5;0;0;0;32;4;0;1;6;0;2487894;0;24ch;QAM;57;5;CM2
48:83:C7:8F:53:10;08-04-2020 08:45;11.116.115.9;W-Online;100;-0.37;42.5;43.32;41.1;0;0;2;2047;345;0;1;7;0;481012;0;24ch;QAM;57;3;CM2
48:83:C7:90:5B:B0;08-04-2020 08:45;11.130.7.20;W-Online;95;2;50.9;46.79;38.6;0;0;1;5;76;0;1;7;0;1976434;0;24ch;QAM;57;4;CM2
D0:57:94:84:13:E2;08-04-2020 08:45;11.130.2.89;W-Online;100;1.57;45.5;45.63;38.9;0;0.01;1;2;50;0;1;6;0;7993672;1;24 bonding;OFDM;39;8;CM2
48:83:C7:90:B1:68;08-04-2020 08:45;11.116.115.167;W-Online;100;-1.06;45.7;44.6;45.1;0;0;1;61;20;0;1;7;0;4535452;0;24ch;QAM;57;8;CM2
48:83:C7:90:E2:C8;08-04-2020 08:45;11.130.0.87;W-Online;100;1.91;48.2;45.58;39.1;0;0.01;0;273;1;0;48;19;0;38423;0;24ch;QAM;57;4;CM2
48:83:C7:91:F3:90;08-04-2020 08:45;11.130.1.92;W-Online;100;0.94;37.9;44.15;33.3;0;0;1;2515;262;0;0;6;0;9610066;0;24ch;QAM;57;8;CM2
D0:57:94:84:06:F3;08-04-2020 08:45;11.130.7.144;W-Online;100;3.02;37;44.57;39.4;0;0.05;0;7;6974;0;1;6;0;39862;0;32 bonding;OFDM;34;4;CM2
48:83:C7:92:0D:50;08-04-2020 08:45;11.130.8.113;W-Online;100;-1.74;48.8;45;38.6;0;0.01;1;3;9;0;0;6;0;1347675;0;24ch;QAM;57;3;CM2
D0:57:94:84:6B:89;08-04-2020 08:45;11.130.3.53;W-Online;100;2.44;43.3;45.82;45.1;0;0;0;0;0;0;1;6;0;2656829;0;24 bonding;OFDM;33;13;CM2
48:83:C7:92:3B:E8;08-04-2020 08:45;11.130.7.114;W-Online;100;-1.58;46.2;44.96;45.1;0;0;0;58;5;0;0;6;0;4567266;0;24ch;QAM;57;5;CM2
D0:57:94:84:1C:47;08-04-2020 08:45;11.130.2.130;W-Online;100;3.81;42;44.22;40;0;0;1;5;5;0.27933;1;5;0;481054;0;32 bonding;OFDM;35;1;CM2
48:83:C7:92:74:D0;08-04-2020 08:45;11.130.1.83;W-Online;100;1.49;41.9;46.2;40.7;0.01;0;1;3239;90;0;0;6;0;6291918;0;24ch;QAM;57;4;CM2
D0:57:94:84:29:3D;08-04-2020 08:45;11.130.2.234;W-Online;100;3.77;44.3;45.83;45.1;0;0;1;6;0;0;1;5;0;833617;0;32 bonding;OFDM;35;9;CM2
48:83:C7:92:E3:28;08-04-2020 08:45;11.130.6.149;P-Online;100;0.15;50.2;45.89;39.4;0;0.05;1;1546;1469;0;0;6;0;8399102;0;24ch;QAM;57;5;CM2
4C:60:DE:00:7C:E0;08-04-2020 08:45;11.130.1.17;W-Online;100;1.41;42.2;43.18;40.7;0;0;0;2595;4935;0;1;6;0;341569;0;24ch;QAM;57;5;CM2
4C:60:DE:00:93:58;08-04-2020 08:45;11.130.8.48;W-Online;100;1.16;46;44.34;29.8;0;0.01;1;32;368;0;1;6;0;1979664;0;24ch;QAM;58;10;CM2
D0:57:94:84:44:95;08-04-2020 08:45;11.130.0.121;W-Online;100;-1.71;39.8;44.52;34.4;0;0;1;11;90;0;1;6;0;980134;0;32 bonding;OFDM;35;8;CM2
48:83:C7:93:2B:B0;08-04-2020 08:45;11.130.1.54;W-Online;100;5.8;41.6;44.8;44.1;0.01;0.01;1;1487;116;0;2;8;0;4980237;0;24ch;QAM;57;5;CM2
D0:57:94:84:BB:B6;08-04-2020 08:45;11.116.115.152;W-Online;100;11.45;44.5;47.15;42.1;0;0;1;1;142;0;1;6;0;4797464;0;24 bonding;OFDM;33;12;CM2
4C:60:DE:95:1B:78;08-04-2020 08:45;11.130.0.38;W-Online;100;1.42;42.7;44.47;38.1;0;0;1;628;225;0;1;6;0;768758;0;24ch;QAM;57;3;CM2
4C:60:DE:95:2C:C0;08-04-2020 08:45;11.116.115.78;W-Online;100;9.46;38.5;43.49;34.6;0;0;1;8367;558;0;1;6;0;6519197;0;24ch;QAM;58;4;CM2
4C:60:DE:94:DB:40;08-04-2020 08:45;11.116.115.249;W-Online;100;5.78;38.7;43.89;42.1;0;0;0;975;622;0;0;6;0;32619337;118;24ch;QAM;58;3;CM2
D0:57:94:84:B6:1D;08-04-2020 08:45;11.130.8.58;W-Online;100;3.02;42.3;46.04;45.1;0;0;1;4;5;0;0;6;0;3229879;0;24 bonding;OFDM;33;11;CM2
D0:57:94:84:7E:39;08-04-2020 08:45;11.130.0.144;W-Online;100;2.36;41;44.2;35.1;0;0;1;19;778;0;0;6;0;3439092;0;32 bonding;OFDM;36;11;CM2
4C:60:DE:95:6C:88;08-04-2020 08:45;11.130.7.1;W-Online;100;2.7;44.4;44.16;45.1;0;0;1;122;11;0;0;6;0;4200427;0;24ch;QAM;57;4;CM2
4C:60:DE:95:8F:B8;08-04-2020 08:45;11.130.7.126;W-Online;100;5.28;40.2;45.14;42.1;0;0;1;10638;665;0;1;7;0;6119698;0;24ch;QAM;58;7;CM2
D0:57:94:84:80:C4;08-04-2020 08:45;11.130.1.95;W-Online;100;6.46;40.5;45.43;41.6;0;0;2;1;94;0.277778;0;6;0;148950;0;32 bonding;OFDM;35;6;CM2
4C:60:DE:95:B7:58;08-04-2020 08:45;11.130.8.124;W-Online;100;-1.4;47.2;44.59;39.4;0;0.01;1;35;4;0;1;6;0;8020040;3;24ch;QAM;58;2;CM2
D0:57:94:84:97:BC;08-04-2020 08:45;11.130.1.150;W-Online;100;5.31;39.8;44.05;40.3;0;0;1;49;620;0;1;6;0;2329974;0;32 bonding;OFDM;36;6;CM2
50:6B:03:DE:D3:98;08-04-2020 08:45;11.116.115.98;P-Online;100;4.47;49.4;45.62;41.6;0.01;0.01;1;479;52;0;2;7;0;347906;0;24ch;QAM;64;7;CM2
50:6B:03:DE:D5:18;08-04-2020 08:45;11.130.7.112;W-Online;100;2.6;45.1;47.27;39.4;0;0;0;8;150;0;2;6;0;141934;0;24ch;QAM;64;6;CM2
50:6B:03:DF:5C:E8;08-04-2020 08:45;11.130.2.28;W-Online;100;4.93;36.6;46.36;37;0;0;2;250;231;0;1;6;0;10608293;0;24ch;QAM;65;9;CM2
D0:57:94:84:BE:BC;08-04-2020 08:45;11.116.115.76;W-Online;100;6.6;36.5;47.02;45.1;0;0;0;8;0;0;0;6;0;224013;0;32 bonding;OFDM;35;12;CM2
D0:57:94:84:BB:BC;08-04-2020 08:45;11.130.0.67;W-Online;100;1.45;40.3;44.68;40;0;0;0;44;418;0;3;6;0;570713;0;32 bonding;OFDM;35;7;CM2
D0:57:94:84:CE:26;08-04-2020 08:45;11.130.7.211;W-Online;100;-2.88;47.3;43.75;38.3;0;0;4;128;9723;0;1;6;0;2793568;1;32 bonding;OFDM;36;11;CM2
D0:57:94:84:EB:DC;08-04-2020 08:45;11.130.2.214;W-Online;100;0.67;46;45.82;45.1;0;0;2;14;0;0;1;6;0;4543257;0;24 bonding;OFDM;34;8;CM2
50:6B:03:DF:FF:30;08-04-2020 08:45;11.130.1.77;W-Online;100;1.72;49.7;44.98;42.1;0.01;0;3;28;5837;0;1;6;0;11422694;0;24ch;QAM;64;5;CM2
50:6B:03:DF:B7:B0;08-04-2020 08:45;11.130.7.21;W-Online;100;1.4;40.9;45.33;41.1;0;0;5;202;1063;0;82;38;0;11506040;0;24ch;QAM;65;9;CM2
D0:57:94:84:DE:5D;08-04-2020 08:45;11.130.8.70;W-Online;100;0.44;42.8;44.18;35.7;0;0;3;48;59;0;3;7;0;2305188;0;32 bonding;OFDM;36;16;CM2
50:6B:03:E0:12:D8;08-04-2020 08:45;11.130.8.116;W-Online;100;1.48;46.7;46.31;39.1;0;0.01;1;24;263;0;0;6;0;6120547;0;24ch;QAM;65;10;CM2
50:6B:03:E0:08:78;08-04-2020 08:45;11.130.6.218;W-Online;100;6.31;43.5;46.31;42.7;0;0;0;2;240;0;1;6;0;3373032;0;24ch;QAM;64;5;CM2
D0:57:94:84:D9:B0;08-04-2020 08:45;11.130.7.116;W-Online;100;3.81;41.3;44.01;41.1;0;0;0;6;18;0;1;6;0;1224015;0;32 bonding;OFDM;35;7;CM2
50:6B:03:E0:CB:D8;08-04-2020 08:45;11.130.0.117;W-Online;100;3.96;39.9;46.64;42.1;0;0;2;104;847;0;0;6;0;11422190;0;24ch;QAM;64;11;CM2
D0:57:94:84:EB:03;08-04-2020 08:45;11.130.2.78;W-Online;100;5.35;42.5;45.29;43.3;0.01;0.01;2;1;46;0;2;7;0;2112834;0;32 bonding;OFDM;36;10;CM2
50:6B:03:E0:D2:C0;08-04-2020 08:45;11.130.7.175;W-Online;100;10.48;41.9;48.07;42.1;0;0;1;14;4;0;1;6;0;6120465;0;24ch;QAM;64;28;CM2
50:6B:03:E1:B4:40;08-04-2020 08:45;11.130.1.65;W-Online;100;-0.23;39.2;45;34.2;0;0;7;3070;148407;0;2;6;0;582864;0;24ch;QAM;64;7;CM2
D0:57:94:84:F7:B1;08-04-2020 08:45;11.130.1.22;W-Online;95;-1.95;49.8;43.53;38.3;0;0.01;0;27;155;0;1;6;0;2118681;0;24 bonding;OFDM;32;9;CM2
50:6B:03:E1:C7:D8;08-04-2020 08:45;11.130.0.185;W-Online;100;7.28;45.7;48.24;41.1;0;0;1;60;1521;0;1;6;0;346869;0;24ch;QAM;64;16;CM2
D0:57:94:85:04:9E;08-04-2020 08:45;11.130.2.225;W-Online;100;-1.03;45;45.3;45.1;0;0;1;18;46;0;3;7;0;1263827;0;24 bonding;OFDM;32;9;CM2
50:6B:03:E1:D5:E0;08-04-2020 08:45;11.130.0.183;W-Online;100;8.6;50.4;47.62;42.1;0;0;1;17;2;0;1;6;0;6120577;0;24ch;QAM;64;5;CM2
D0:6E:DE:8D:FB:5E;08-04-2020 08:45;11.116.115.113;W-Online;100;10.33;37;46.74;41.1;0;0;1;0;23;0;0;6;0;4686922;0;24 bonding;OFDM;33;8;CM2
50:6B:03:E1:E1:C0;08-04-2020 08:45;11.130.0.196;P-Online;100;5.23;47.3;48.25;41.6;0;0;1;20;35;0;5;8;0;6120373;0;24ch;QAM;65;7;CM2
50:6B:03:E2:04:00;08-04-2020 08:45;11.130.0.136;P-Online;100;2.21;47;44.26;39.1;0;0;2;30;229;0;2;7;0;5140451;0;24ch;QAM;64;7;CM2
50:6B:03:E2:91:F8;08-04-2020 08:45;11.130.7.246;W-Online;100;7.61;40.2;45.79;41.6;0;0;0;7;4;0;2;7;0;3164522;0;24ch;QAM;64;6;CM2
D0:57:94:84:F8:57;08-04-2020 08:45;11.130.3.55;W-Online;100;2.95;42.8;45.18;45.1;0;0;1;0;0;0;0;6;0;90619;0;32 bonding;OFDM;35;6;CM2
D0:6E:DE:8D:CE:8D;08-04-2020 08:45;11.130.2.77;W-Online;100;2.86;40.3;43.83;40.7;0;0;1;15;2;0;9;8;0;1342965;0;32 bonding;OFDM;35;2;CM2
50:6B:03:E2:B5:30;08-04-2020 08:45;11.130.7.48;W-Online;100;10.95;30.5;46.34;39.4;0;0;4;49;84;0;17;8;0;11335905;0;24ch;QAM;65;3;CM2
50:6B:03:E2:CF:28;08-04-2020 08:45;11.130.1.233;W-Online;100;-1.58;48.1;42.7;43.3;0;0;0;409;5517;0;1;6;0;7918232;0;24ch;QAM;64;5;CM2
50:6B:03:E2:E7:20;08-04-2020 08:45;11.130.7.254;W-Online;100;2.68;46;46.58;44.1;0;0.01;0;416;609;0;1;6;0;2059930;0;24ch;QAM;64;7;CM2
D0:6E:DE:8E:44:BB;08-04-2020 08:45;11.130.8.52;W-Online;100;3.03;38.5;45.27;34.5;0;0;1;16;913;0;1;6;0;3024048;0;32 bonding;OFDM;36;8;CM2
D0:6E:DE:8E:62:82;08-04-2020 08:45;11.116.115.240;W-Online;100;11.58;42.8;46.81;41.1;0;0;2;0;184;0;1;7;0;1356965;0;24 bonding;OFDM;32;8;CM2
D0:6E:DE:8E:43:87;08-04-2020 08:45;11.130.2.239;W-Online;100;-0.05;33.5;43.85;37.2;0;0;2;23;3568;0;1;7;0;1086271;0;Mix Bonding;OFDM;37;7;CM2
D0:6E:DE:8E:6F:94;08-04-2020 08:45;11.130.2.114;W-Online;100;14.41;37.8;46.99;41.3;0;0;1;0;39;0;1;6;0;3135147;0;24 bonding;OFDM;33;5;CM2
58:90:43:53:8F:30;08-04-2020 08:45;11.130.0.240;W-Online;100;4.03;38.5;45.11;40.3;0;0.05;1;11;5465;0;1;7;0;8685054;0;24 bonding;OFDM;33;1;CM2
58:90:43:53:B8:7B;08-04-2020 08:45;11.116.115.171;W-Online;100;0.79;40.8;45.39;34.9;0;0;1;65;519;0;1;6;0;13465882;3;24 bonding;OFDM;38;9;CM2
D0:6E:DE:8E:4F:65;08-04-2020 08:45;11.116.115.180;W-Online;100;0.62;42.3;43.39;41.6;0;0;3;27;12;0;2;7;0;3864122;6;32 bonding;OFDM;37;4;CM2
D0:6E:DE:8E:6B:C0;08-04-2020 08:45;11.130.2.18;W-Online;100;2.85;43.3;44.46;45.1;0;0;1;0;340;0;2;7;0;3919504;0;32 bonding;OFDM;37;4;CM2
58:90:43:53:B5:40;08-04-2020 08:45;11.130.8.95;W-Online;95;-6.41;51.8;44.13;45.1;0;0;108;5493;5671;0;0;5;0;4307246;0;32 bonding;OFDM;51;3;CM2
58:90:43:53:FC:F9;08-04-2020 08:45;11.116.115.223;W-Online;100;-0.1;40.8;43.52;35.4;0;0;1;777;4650;0;1;6;0;1185983;0;24 bonding;OFDM;33;3;CM2
D0:6E:DE:8E:B4:8B;08-04-2020 08:45;11.130.1.214;W-Online;100;9.55;41;46.61;45.1;0;0;1;0;0;0;1;5;0;1806048;0;32 bonding;OFDM;35;1;CM2
58:90:43:53:C1:4F;08-04-2020 08:45;11.130.7.181;W-Online;100;3.4;37.8;45.58;34.3;0;0;1;66;15943;0;2;8;0;494378;0;32 bonding;OFDM;35;9;CM2
D8:B7:56:F6:58:91;08-04-2020 08:45;11.130.0.129;W-Online;100;1.38;46.5;44.97;39.1;0;0.01;1;0;221;0;1;7;0;1540651;0;24 bonding;OFDM;32;4;CM2
D0:6E:DE:8F:03:EB;08-04-2020 08:45;11.130.8.28;W-Online;100;2.96;35.2;44.64;37.5;0;0;1;12;15318;0;11;8;0;184449;0;Mix Bonding;OFDM;37;8;CM2
58:90:43:53:FF:D8;08-04-2020 08:45;11.130.2.21;W-Online;100;-3.24;42;43.31;39.1;0;0.05;0;2;3099;0;2;6;0;13465931;3;24 bonding;OFDM;37;5;CM2
D0:6E:DE:8E:9C:96;08-04-2020 08:45;11.116.115.68;W-Online;100;7.63;35.5;47.17;44.7;0;0;0;16;0;0;0;6;0;419404;0;Mix Bonding;OFDM;36;7;CM2
D8:B7:56:F6:99:B5;08-04-2020 08:45;11.130.2.44;W-Online;100;-0.99;44.8;45.62;45.1;0.01;0.01;1;25;168;0;2;7;0;4375546;0;24 bonding;OFDM;34;17;CM2
58:90:43:54:47:2F;08-04-2020 08:45;11.130.7.79;W-Online;100;0.17;44.8;45.57;45.1;0;0;0;11;2;0;1;6;0;3293890;0;24 bonding;OFDM;33;1;CM2
58:90:43:53:C1:79;08-04-2020 08:45;11.130.6.134;W-Online;100;2.66;35.7;45.98;43;0.01;0.01;1;1;1209;0.151976;1;7;0;2984826;0;Mix Bonding;OFDM;37;9;CM2
58:90:43:54:6C:7B;08-04-2020 08:45;11.130.7.130;W-Online;100;1.12;43.3;45.27;45.1;0;0;1;21;107;0;15;10;0;9763009;2;24 bonding;OFDM;34;12;CM2
58:90:43:53:FE:C0;08-04-2020 08:45;11.130.0.139;W-Online;100;3.3;34.2;44.61;37.2;0;0;1;23;1654;0;1;6;0;462350;0;Mix Bonding;OFDM;37;4;CM2
D8:B7:56:F7:10:4B;08-04-2020 08:45;11.130.0.116;W-Online;100;-0.1;46.3;45.48;45.1;0;0;1;4;3;0;1;6;0;15728168;0;24 bonding;OFDM;34;6;CM2
58:90:43:54:6F:37;08-04-2020 08:45;11.130.1.189;W-Online;100;0.22;44.5;45.16;44.1;0;0;1;12;194;0;3;8;0;9763007;3;24 bonding;OFDM;34;8;CM2
58:90:43:54:6E:8F;08-04-2020 08:45;11.130.2.226;W-Online;100;1.3;43.8;45.18;42.1;0;0;1;19;57;0;1;7;0;1067822;3;32 bonding;OFDM;36;14;CM2
D8:B7:56:F5:F0:B0;08-04-2020 08:45;11.130.2.138;W-Online;100;2.96;36.2;43.63;37.2;0;0;1;34;1613;0;3;7;0;1418830;4;Mix Bonding;OFDM;37;6;CM2
58:90:43:54:8D:9F;08-04-2020 08:45;11.130.9.2;W-Online;100;3.32;44;43.9;36.7;0;0;3;47;56;0;1;7;0;990455;0;24 bonding;OFDM;32;16;CM2
58:90:43:54:7F:F3;08-04-2020 08:45;11.116.115.55;W-Online;95;0.9;53.3;46.34;41.6;0;0;3;7;32;0;1;6;0;2362793;0;24 bonding;OFDM;33;3;CM2
D8:B7:56:F6:C7:B3;08-04-2020 08:45;11.130.0.112;W-Online;100;4.05;41.8;46.07;44.1;0.01;0.01;2;0;399;0;1;7;0;3921993;0;32 bonding;OFDM;36;11;CM2
D8:B7:56:F6:CB:4D;08-04-2020 08:45;11.130.7.243;W-Online;100;1.9;40.8;43.66;40.7;0;0;0;0;4;0;3;6;0;2658430;0;32 bonding;OFDM;36;7;CM2
58:90:43:54:6E:EB;08-04-2020 08:45;11.130.8.50;W-Online;100;-0.69;44.8;44.73;44.1;0;0;2;11;411;0;9;25;0;481779;0;32 bonding;OFDM;35;9;CM2
58:90:43:54:97:31;08-04-2020 08:45;11.130.1.21;W-Online;100;8.64;36;43.81;40;0;0;2;12;123;0;0;6;0;301029;0;24 bonding;OFDM;32;14;CM2
